,Track Name,Artist,Track ID,Genres,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Lyrics
We started the tour out in Denver Colorado
I made the first one but I did not make the second show
'Cause I met this girl there that brought about quite a big change
But I OD'd in Denver and I just can't remember her name

[Verse 2]
I guess you could say that my love life would not up to par
Too many nights alone had left some permanent scars
She told me she'd love me and I told her I'd do the same
Then I OD'd in Denver and I just can't remember her name

[Chorus]
I brought it on myself and I guess that I shouldn't complain
Doc said, ""Son, you can't do anymore of that cocaine""
But she made me higher than all of those expensive things
But I OD'd in Denver and wish I could remember her name

[Verse 3]
I turned to other things tryin' to make my daydreams real
But they don't take the place of the woman's face and her feel
She treated me nice and I'd like to find her again
But I OD'd in Denver and I just can't remember her name

[Chorus]
I brought it on myself and I guess that I shouldn't complain
Doc said, ""Son, you can't do anymore of that cocaine""
But she made me higher than all of those expensive things
But I OD'd in Denver and wish I could remember her name
See Hank Williams Jr. LiveGet tickets as low as $20You might also like[Refrain]
Kinda overdid it in Denver and I just can't remember her nameEmbed"
77,American Kids,Kenny Chesney,1dgWTMoHwTUnQhOQ8SR5fV,6,0.0476,0.782,0.589,5.84e-06,0.0366,-7.37,0.0803,85.022,0.849,"39 ContributorsAmerican Kids Lyrics[Verse 1]
I live under a rock with a blacklight
I'm a dumb pop star in my own right
Started life at age fifteen, got ahead with fake IDs
If you're with me
Sold my soul to the man with a handshake
Lost control, but I don't think it's too late
We're dying young on broadcast news
Forever 21 is cool if I make it

[Pre-Chorus]
Girls, let's put on all of our clothes (Huh)

[Chorus]
I don't wanna be like American kids
I am not on drugs and I've never been
I don't care about your party, I belong to nobody
I don't wanna be like American kids
Drugs don't work like they did for my parents
I'm not down with the new hit
'Cause today, I just don't get American kids

[Verse 2]
Last time I told mom that ""I love you""
Was the last time I ate food from a drive-thru
It never happened like they say
I think my father may be gay, but I don't know
So I burned all my shit in a bonfire
All my teen regrets were a tripwire
I should be everything you hate
I should be higher now than space, but I'm static
See Poppy LiveGet tickets as low as $28You might also like[Pre-Chorus]
Boys aren't even boys anymore (Huh)

[Chorus]
I don't wanna be like American kids
I am not on drugs and I've never been
I don't care about your party, I belong to nobody
I don't wanna be like American kids
Drugs don't work like they did for my parents
I'm not down with the new hit
'Cause today, I just don't get American kids

[Bridge]
Liberty isn't cheap and it ain't free
I'm a millennial, blame it all on me

[Outro]
American kids
American kids
American kids
American kids8Embed"
78,May We All,Florida Georgia Line,498ZVInMGDkmmNVpSWqHiZ,6,0.0409,0.514,0.918,0.0,0.342,-4.306,0.0365,150.033,0.64,"21 ContributorsMay We All Lyrics[Verse 1: Florida Georgia Line]
May we all get to grow up in a red, white, and blue little town
Get a won't-start, hand-me-down Ford to try to fix up
With some part time cash from driving a tractor
Find a sweet little thang, wears your ball cap backwards
Kinda place you can't wait to leave but nobody does
'Cause you miss it too much

[Chorus: Florida Georgia Line]
May we all know that nothing ain't cool 'til you wear the new off
The sound of a quarter rollin' down a jukebox
Play the Travis Tritt right above the 2Pac
'Fore you get lost down some road
Slow rolling with the top off the back of a Bronco
Buy a cold sixer with a cashed in lotto
She's smilin' with her hair blowing out the window
Where you 'bout to go?
Yeah you learn to fly and if you can't then you just freefall
May we all

[Verse 2: Tim McGraw]
May we all get to see those fields of green turn gold
Watch a marching band play with the harvest moon coming up
And know that fifteen minutes of famous
Ain't gonna be what makes us or breaks us but
We'll all be watching the TV the day that it comes
You might also like[Chorus: Florida Georgia Line (Brian Kelley)]
May we all know that nothing ain't cool 'til you wear the new off
The sound of a quarter rollin' down a jukebox
Play the Travis Tritt right above the 2Pac
'Fore you get lost down some road
Slow rolling with the top off the back of a Bronco
Buy a cold sixer with a cashed in lotto
She's smilin' with her hair blowing out the window
Where you 'bout to go?
Yeah you learn to fly and if you can't then you just freefall
May we all

[Verse 3: Both]
May we all do a little bit better than the first time
Learn a little something from the worst times
Get a little stronger from the hurt times
May we all get to have a chance to ride the fast one
Walk away wiser when we crashed one
Keep hoping that the best one is the last one

[Outro]
Yeah you learn to fly and if you can't then you just freefall
May we all
May we all
May we all
May we all
May we all
May we all (get to have a chance to ride the fast one)
May we all (walk away wiser when we crashed one)
May we all (keep hoping that the best one is the last one)
(yeah the last one)
Yeah you learn to fly and if you can't then you just freefall
May we all7Embed"
79,Need A Favor,Jelly Roll,5jUOG0aeAofL5u3UWyrtDO,6,0.0123,0.504,0.771,1.89e-05,0.078,-4.231,0.0319,157.985,0.555,"6 ContributorsNeed A Favor Lyrics[Chorus]
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

[Verse 1]
I know amazin' grace, but I ain't been livin' them words
Swear I spend most Sundays
Drunk off my ass than I have at church
Hard cover King James
Only been savin' dust on the nightstand
And I don't know what to say
By the time I fold my hands

[Chorus]
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

[Post-Chorus]
Amen, amen
See Jelly Roll LiveGet tickets as low as $24You might also like[Verse 2]
Yeah, I owe you more than one
And beggars can't be choosers
But I'll pay for all I've done
Just pleasе don't let me lose hеr

[Chorus]
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So who the hell am I, who the hell am I to expect a savior, oh
If I only talk to God when I need a favor?
But, God, I need a favor

[Post-Chorus]
Amen, amen
Amen, amen

[Bridge]
Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary
Hangin' in there just barely
Throwin' up prayers like Hail Marys
If You're still there, Lord, spare me
Oh, my God, oh, my God, Hail Mary
[Chorus]
I only talk to God when I need a favor
And I only pray when I ain't got a prayer
So tell me, who the hell am I to expect a savior
When I only talk to God if I need a favor?
And, God, I need a favor

[Post-Chorus]
Amen
God, I need a favor
Woah
AmenEmbed"
80,I Hope You Dance,Lee Ann Womack,65B1tEOv5W294uCKbmEcFV,6,0.0632,0.385,0.443,0.0,0.0898,-9.627,0.0295,151.278,0.275,"16 ContributorsI Hope You Dance Lyrics[Verse 1]
I hope you never lose your sense of wonder
You get your fill to eat, but always keep that hunger
May you never take one single breath for granted
God forbid love ever leave you empty-handed

[Verse 2]
I hope you still feel small when you stand beside the ocean
Whenever one door closes, I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance

[Chorus]
I hope you dance
I hope you dance

[Verse 3]
I hope you never fear those mountains in the distance
Never settle for the path of least resistance
Livin' might mean takin' chances but they're worth takin'
Lovin' might be a mistake but it's worth makin'

[Verse 4]
Don't let some hell-bent heart leave you bitter
When you come close to sellin' out, reconsider
Give the heavens above more than just a passing glance
And when you get the choice to sit it out or dance
You might also like[Chorus]
I hope you dance (Time is a wheel in constant motion)
I hope you dance (Always rolling us along)
I hope you dance (Tell me, who wants to look back on their years)
I hope you dance (And wonder where those years have gone?)

[Bridge]
I hope you still feel small when you stand beside the ocean
Whenever one door closes, I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance

[Chorus]
Dance
I hope you dance
I hope you dance (Time is a wheel in constant motion)
I hope you dance (Always rolling us along)
I hope you dance (Tell me, who wants to look back on their years)
I hope you dance (And wonder where those years have gone?)
(Tell me, who wants to look back on their years)
(And wonder where those years have gone?)7Embed"
81,Before He Cheats,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,6,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,0.29,"67 ContributorsBefore He Cheats Lyrics[Verse 1]
Right now, he's probably slow dancing
With a bleached-blonde tramp
And she's probably getting frisky
Right now, he's probably buying her some fruity little drink
'Cause she can't shoot a whiskey
Right now, he's probably up behind her with a pool-stick
Showing her how to shoot a combo
And he don't know

[Chorus]
I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Verse 2]
Right now, she's probably up singing some
White-trash version of Shania karaoke
Right now, she's probably saying, ""I'm drunk""
And he's a thinking that he's gonna get lucky
Right now, he's probably dabbing on
Three dollars worth of that bathroom Polo
Oh, and he don't know
See Carrie Underwood LiveGet tickets as low as $64You might also like[Chorus]
Oh, that I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Bridge]
I might've saved a little trouble for the next girl
'Cause the next time that he cheats
Oh, you know it won't be on me
No, not on me

[Chorus]
'Cause I dug my key into the side
Of his pretty little souped up four-wheel drive
Carved my name into his leather seats
I took a Louisville slugger to both headlights
Slashed a hole in all four tires
Maybe next time, he'll think before he cheats

[Outro]
Oh, maybe next time, he'll think before he cheats
Oh, before he cheats
Oh28Embed"
82,Live Like You Were Dying,Tim McGraw,7B1QliUMZv7gSTUGAfMRRD,6,0.492,0.416,0.546,0.0,0.0845,-7.728,0.0297,159.929,0.418,"28 ContributorsLive Like You Were Dying Lyrics[Verse 1]
Said I was in my early 40's
With a lot of life before me
When a moment came that stopped me on a dime
I spent most of the next days, lookin' at the x-rays
Talkin' 'bout the options and talkin' 'bout sweet time
Asked him when it sank in
That this might really be the real end
How's it hit ya, when you get that kind of news
Man what ya do
And he says

[Chorus 1]
I went sky divin'
I went Rocky Mountain climbin'
I went 2.7 seconds on a bull named Fu Manchu
And I loved deeper
And I spoke sweeter
And I gave forgiveness I've been denying
And he said someday I hope you get the chance
To live like you were dyin'

[Verse 2]
He said I was finally the husband
That most the time I wasn't
And I became a friend a friend would like to have
And all the sudden goin' fishing
Wasn't such an imposition
And I went three times that year I lost my dad
Well I finally read the good book
And I took a good long hard look at what I'd do
If I could do it all again
And then
See Tim McGraw LiveGet tickets as low as $69You might also like[Chorus 1]
I went sky divin'
I went Rocky Mountain climbin'
I went 2.7 seconds on a bull named Fu Manchu
And I loved deeper
And I spoke sweeter
And I gave forgiveness I've been denying
And he said someday I hope you get the chance
To live like you were dyin'

[Bridge]
Like tomorrow was a gift and you've got eternity
To think about what you do with it
What could you do with it, what can
I do with with it, what would I do with it

[Chorus 2]
Sky divin'
I went Rocky Mountain climbin'
I went 2.7 seconds on a bull named Fu Manchu
And I loved deeper
And I spoke sweeter
And I watched an eagle as it was flying
And he said someday I hope you get the chance
To live like you were dyin'
[Outro]
To live like you were dyin'
To live like you were dyin'
To live like you were dyin'
To live like you were dyin'14Embed"
83,You're Still The One,Shania Twain,1wb4P4F0sxAQ2KXrRvsx6n,6,0.363,0.585,0.494,0.0,0.0886,-8.751,0.0353,133.822,0.634,"30 ContributorsTranslationsBahasa IndonesiaYou’re Still the One Lyrics[Intro]
When I first saw you, I saw love
And the first time you touched me, I felt love
And after all this time
You're still the one I love
Mmm, yeah

[Verse 1]
Looks like we made it
Look how far we've come, my baby
We mighta took the long way
We knew we'd get there someday

[Pre-Chorus]
They said, ""I bet they'll never make it""
But just look at us holdin' on
We're still together, still goin' strong

[Chorus]
(You're still the one) You're still the one I run to
The one that I belong to
You're still the one I want for life
(You're still the one) You're still the one that I love
The only one I dream of
You're still the one I kiss goodnight
See Shania Twain LiveGet tickets as low as $16You might also like[Verse 2]
Ain't nothin' better
We beat the odds together
I'm glad we didn't listen
Look at what we would be missin'

[Pre-Chorus]
They said, ""I bet they'll never make it""
But just look at us holdin' on
We're still together, still goin' strong

[Chorus]
(You're still the one) You're still the one I run to
The one that I belong to
You're still the one I want for life
(You're still the one) You're still the one that I love
The only one I dream of
You're still the one I kiss goodnight
You're still the one

[Interlude]
(Ooh, ooh, ooh)
Yeah

[Chorus]
(You're still the one) You're still the one I run to
The one that I belong to
You're still the one I want for life, oh, yeah
(You're still the one) You're still the one that I love
The only one I dream of
You're still the one I kiss goodnight
[Outro]
I'm so glad we made it
Look how far we've come, my baby16Embed"
84,Fancy,Reba McEntire,0FtV0YbnnjD7PXpLHFHPhn,6,0.226,0.674,0.517,0.0,0.0697,-11.225,0.0726,94.98,0.482,"158 ContributorsTranslationsPortuguêsFancy Lyrics[Verse 1: Iggy Azalea]
First things first, I'm the realest (Realest)
Drop this and let the whole world feel it (Let 'em feel it)
And I'm still in the Murda Bizness
I can hold you down, like I'm giving lessons in physics (Right, right?)
You should want a bad bitch like this (Huh?)
Drop it low and pick it up just like this (Yeah)
Cup of Ace, cup of Goose, cup of Cris
High heels, something worth a half a ticket on my wrist (On my wrist)
Taking all the liquor straight, never chase that (Never)
Rooftop like we bringing '88 back (What?)
Bring the hooks in, where the bass at?
Champagne spilling, you should taste that
[Chorus: Charli XCX]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh
[Verse 2: Iggy Azalea]
I said baby, I do this, I thought that you knew this
Can't stand no haters, and honest, the truth is
That my flow retarded, each beat dear, departed
Swagger on stupid, I can't shop in no department
And get my money on time, if they got money, decline
And swear I meant that there so much that I give that line a rewind
Said I get my money on time, if they got money, decline
I just can't worry 'bout no haters, gotta stay on my grind
Now tell me, who that, who that? That do that, do that?
Put that paper over all, I thought you knew that, knew that
I be that I-G-G-Y, put my name in bold
I been working, I'm up in here with some change to throw
You might also like[Chorus: Charli XCX]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh

[Bridge: Charli XCX]
Trash the hotel, let's get drunk on the minibar
Make the phone call, feels so good getting what I want
Yeah, keep on turning it up
Chandelier swinging, we don't give a fuck
Film star, yeah, I’m deluxe
Classic, expensive, you don't get to touch, ow!
[Verse 3: Iggy Azalea]
Still stunting, how you love that?
Got the whole world asking how I does that
Hot girl, hands off, don't touch that
Look at it, I bet you wishing you could clutch that
That's just the way you like it, huh?
It's so good, he just wishing he could bite it, huh?
Never turn down nothing
Slayin' these hoes, gold trigger on the gun like

[Chorus: Charli XCX]
I'm so fancy, you already know
I'm in the fast lane, from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow-oh-oh-oh
[Outro: Iggy Azalea & (Charli XCX)]
Who that, who that? I-G-G-Y
That do that, do that, I-G-G-Y
Who that, who that? I-G-G-Y
(Blow-oh-oh-oh)
Who that, who that? I-G-G-Y
That do that, do that, I-G-G-Y
Who that, who that? I-G-G-Y
(Blow-oh-oh-oh)1.1KEmbed"
85,Jolene,Dolly Parton,2SpEHTbUuebeLkgs9QB7Ue,6,0.566,0.674,0.537,0.0,0.131,-10.971,0.0363,110.578,0.809,"70 ContributorsTranslationsTürkçeJolene Lyrics[Guitar Introduction]

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm beggin' of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can

[Verse 1]
Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene

[Verse 2]
He talks about you in his sleep
And there's nothing I can do to keep
From crying when he calls your name, Jolene
And I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can
You might also like[Verse 3]
You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm begging of you, please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene35Embed"
86,Breathe,Faith Hill,3y4LxiYMgDl4RethdzpmNe,6,0.173,0.529,0.496,0.0,0.251,-9.007,0.029,136.859,0.278,"84 ContributorsBreathe Lyrics[PIRAGUA GUY]
Sigue andando el camino por toda su vida
Respira...

[NINA]
Breathe

[PIRAGUA GUY/SONNY/USNAVI/MAN]
Y si pierdes mis huellas que dios te bendiga
Respira
[NINA]
This is my street
I smile at the faces I’ve known all my life
They regard me with pride
And everyone’s sweet
They say, “You’re going places""
So how can I say that, while I was away
I had so much to hide?
Hey guys, it’s me
The biggest disappointment you know
The kid couldn’t hack it
She’s back and she’s walkin’ real slow
Welcome home, just breathe

[COMPANY]
Sigue andando el camino por toda su vida
Respira
You might also like[NINA]
Just breathe

[COMPANY]
Y si pierdes mis huellas que dios te bendiga
Respira

[NINA (COMPANY)]
As the radio plays old forgotten boleros
I think of the days when this city was mine
I remember the praise
“Ay, te adoro, te quiero” (Te adoro)
The neighborhood waved
And said, “Nina, be brave (Te quiero)
And you’re gonna be fine!” (Respira)
And maybe it’s me
But it all seems like lifetimes ago (Respira)
So what do I say to these faces that I used to know?
“Hey, I’m home?”
[WOMAN]
Mira, Nina

[NINA]
Hey
[COMPANY]
No me preocupo por ella

[NINA]
They’re not worried about me

[COMPANY]
Mira, allí esta nuestra estrella

[NINA]
They are all counting on me to succeed

[COMPANY]
Ella sí da la talla

[NINA (COMPANY)]
I am the one who made it out (Ah)
The one who always made the grade
But maybe I should have just stayed home (Mira, Nina)
When I was a child I stayed wide awake
Climbed to the highest place
On every fire escape
Restless to climb (Respira)
I got every scholarship
Saved every dollar
The first to go to college
How do I tell them why (Respira)
I’m coming back home? (Ah)
With my eyes on the horizon
Just me and the GWB
Asking, “Gee, Nina, what’ll you be?""
Straighten the spine, smile for the neighbors
Everything’s fine, everything’s cool
The standard reply, “Lots of tests, lots of papers""
Smile, wave goodbye and pray to the sky, oh, god
And what will my parents say?

[COMPANY]
Nina

[NINA]
Can I go in there and say…

[COMPANY]
Nina

[NINA]
“I know that I’m letting you down?”

[ABUELA CLAUDIA]
Nina

[NINA]
Just breathe14Embed"
87,Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,7nVQ8mo77KaUvhUQzh4vMy,6,0.623,0.363,0.361,0.00119,0.154,-14.398,0.0499,187.711,0.612,"14 ContributorsMammas Don’t Let Your Babies Grow Up to Be Cowboys Lyrics[Verse 1: Walon Jennings & Willie Nelson]
Cowboys ain't easy to love
And they're harder to hold
They'd rather give you a song
Than diamonds or gold
Lonestar belt buckles and old faded Levis
And each night begins a new day
If you don't understand him and he don't die young
He'll probably just ride away

[Chorus: Waylon Jennings & Willie Nelson]
Mamas, don't let your babies grow up to be cowboys
Don't let 'em pick guitars or drive them old trucks
Let 'em be doctors and lawyers and such
Mamas don't let your babies grow up to be cowboys
'Cause they'll never stay home and they're always alone
Even with someone they love

[Verse 2: Willie Nelson, Waylon Jennings, & Both]
Cowboys like smoky old pool rooms
And clear mountain mornings
Little warm puppies and children
And girls of the night
Them that don't know him
Won't like him and them that do
Sometimes won't know how to take him
He ain't wrong, he's just different
But his pride won't let him
Do things to make you think he's right
You might also like[Chorus: Waylon Jennings & Willie Nelson]
Mamas, don't let your babies grow up to be cowboys
Don't let 'em pick guitars or drive them old trucks
Let 'em be doctors and lawyers and such
Mamas don't let your babies grow up to be cowboys
'Cause they'll never stay home and they're always alone
Even with someone they love5Embed"
88,Goodbye Earl,The Chicks,7rqaqQurHzR5xHAhdm1gmM,6,0.0192,0.705,0.7,0.0,0.0755,-7.38,0.0295,122.841,0.765,"28 ContributorsGoodbye Earl Lyrics[Verse 1]
Mary Anne and Wanda were the best of friends
All through their high school days
Both members of the 4H Club
Both active in the FFA
After graduation Mary Anne went out
Lookin' for a bright new world
Wanda looked all around this town
And all she found was Earl

[Verse 2]
Well it wasn't two weeks after she got married
That Wanda started gettin' abused
She put on dark glasses and long sleeved blouses
And makeup to cover a bruise
Well she finally got the nerve to file for divorce
She let the law take it from there
But Earl walked right through that restraining order
And put her in intensive care

[Pre-Chorus]
Right away, Mary Anne flew in from Atlanta
On a red-eye midnight flight
She held Wanda's hand and they worked out a plan
And it didn't take 'em long to decide
See The Chicks LiveGet tickets as low as $25You might also like[Chorus]
That Earl had to die
Goodbye, Earl
Those black-eyed peas
They tasted all right to me, Earl
You're feeling weak
Why don't you lay down and sleep, Earl?
Ain't it dark
Wrapped up in that tarp, Earl?

[Verse 3]
The cops came by to bring Earl in
They searched the house high and low
Then they tipped their hats
And said ""Thank You ladies, if you hear from him let us know""

[Verse 4]
Well the weeks went by and
Spring turned to summer
And summer faded into fall
And it turns out he was a missing person
Who nobody missed at all

[Pre-Chorus]
So the girls bought some land at a roadside stand
Out on Highway 109
They sell Tennessee ham
And strawberry jam
And they don't lose any sleep at night, 'cause...
[Chorus]
Earl had to die
Goodbye Earl
We need a break
Let's go out to the lake, Earl
We'll pack a lunch
And stuff you in the trunk, Earl
Well, is that all right?
Good, let's go for a ride Earl
Hey

[Outro]
Well hey, hey, hey
Aw, hey, hey, hey
Well hey, hey, hey2Embed"
89,She's Everything,Brad Paisley,3dAgQFdruU8ufWc5GE05xC,6,0.569,0.355,0.478,2.88e-06,0.194,-8.323,0.0334,102.967,0.271,"9 ContributorsShe’s Everything Lyrics[Verse 1]
She's a yellow pair of running shoes
A holey pair of jeans
She looks great in cheap sunglasses
She looks great in anything
She's I want a piece of chocolate
Take me to a movie
She's I can't find a thing to wear
Now and then she's moody

[Verse 2]
She's a Saturn with a sunroof
With her brown hair a-blowing
She's a soft place to land
And a good feeling knowing
She's a warm conversation
That I wouldn't miss for nothing
She's a fighter when she's mad
And she's a lover when she's loving

[Chorus]
And she's everything I ever wanted
And everything I need
I talk about her, I go on and on and on
Cause she's everything to me
See Brad Paisley LiveGet tickets as low as $74You might also like[Verse 3]
She's a Saturday out on the town
And a church girl on Sunday
She's a cross around her neck
And a cuss word cause it's Monday
She's a bubble bath and candles
Baby come and kiss me
She's a one glass of wine
And she's feeling kinda tipsy

[Verse 4]
She's the giver I wish I could be
And the stealer of the covers
She's a picture in my wallet
And my unborn children's mother
She's the hand that I'm holding
When I'm on my knees and praying
She's the answer to my prayer
And she's the song that I'm playing

[Chorus]
And she's everything I ever wanted
And everything I need
I talk about her, I go on and on and on
Cause she's everything to me
[Verse 5]
She's the voice I love to hear
Someday when I'm ninety
She's that wooden rocking chair
I want rocking right beside me
Everyday that passes
I only love her more
Yeah, she's the one
That I'd lay down my own life for

[Verse 6]
And she's everything I ever wanted
And everything I need
She's everything to me
Yeah she's everything to me

[Outro]
Everything I ever wanted
And everything I need
She's everything to me7Embed"
90,Rock And Roll All Nite,KISS,6KTv0Z8BmVqM7DPxbGzpVC,7,0.0468,0.654,0.929,0.0,0.0539,-5.906,0.0998,144.774,0.902,"39 ContributorsTranslationsPortuguêsRock and Roll All Nite Lyrics[Verse 1]
You show us everything you've got
You keep on dancin', and the room gets hot
You drive us wild, we'll drive you crazy
You say you wanna go for a spin
The party's just begun, we'll let you in
You drive us wild, we'll drive you crazy

[Pre-Chorus]
You keep on shoutin', you keep on shoutin'

[Chorus]
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day

[Verse 2]
You keep on saying you'll be mine for a while
You're lookin' fancy, and I like your style
You drive us wild, we'll drive you crazy
You show us everything you've got
Baby, baby, that's quite a lot
And you drive us wild, we'll drive you crazy

[Pre-Chorus]
You keep on shoutin', you keep on shoutin'
See KISS LiveGet tickets as low as $35You might also like[Chorus]
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day

[Outro]
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day
I wanna rock and roll all night and party every day8Embed"
